,how_many_shops,property_id,locality_name,postal_code,streetname,housenumber,latitude,longitude,property_type,property_subtype,price,type_of_sale,nb_of_rooms,area,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_area_plot,nb_of_facades,swimming_pool,state_of_building,surface_of_good
8247,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8248,,,,,,,,,,,,,,,,,,,,,,,,,,,
8249,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8251,,,,,,,,,,,,,,,,,,,,,,,,,,,
8252,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8253,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8254,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8255,,,,,,,,,,,,,,,,,,,,,,,,,,,
8256,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8258,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8259,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8260,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8261,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8262,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8263,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8264,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8265,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8266,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8267,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8268,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8269,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8273,,,,,,,,,,,,,,,,,,,,,,,,,,,
8274,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8275,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8276,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8277,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8278,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8279,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8280,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8281,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8282,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8283,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8284,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8285,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8287,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8288,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8289,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8290,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8307,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8311,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8312,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8329,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8342,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8347,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8355,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8356,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8357,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8366,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8371,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8372,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8398,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8404,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8412,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8413,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8414,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8416,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8429,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8436,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8449,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8451,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8452,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,639.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8483,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8498,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8533,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8538,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8539,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8649,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8664,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
