,how_many_shops,property_id,locality_name,postal_code,streetname,housenumber,latitude,longitude,property_type,property_subtype,price,type_of_sale,nb_of_rooms,area,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_area_plot,nb_of_facades,swimming_pool,state_of_building,surface_of_good
413,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
415,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
416,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
418,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,
420,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
421,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
422,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
423,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
425,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
427,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,
430,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,
431,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
432,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
433,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
440,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
443,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
444,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
445,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
446,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
450,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,
452,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
464,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
465,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
467,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
468,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
470,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
471,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
472,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
473,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
474,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
475,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
479,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
480,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,
484,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
485,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
486,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
489,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
490,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
494,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
495,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
496,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
497,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
498,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
499,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
500,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
501,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
502,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
503,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
504,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
505,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
507,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
508,254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
509,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,
510,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
511,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
512,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
515,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
516,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
517,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
518,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
521,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
522,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
530,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
531,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
532,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
536,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
537,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
538,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
539,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
541,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
542,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
543,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
544,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
545,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
547,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
548,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
549,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
550,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
552,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
553,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
554,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
556,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
557,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
558,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
559,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
560,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
561,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
563,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
564,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
566,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
569,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
570,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,
571,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
572,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
574,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
577,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
584,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
585,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
590,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
591,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
592,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
596,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
597,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
598,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
599,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
600,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
601,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
602,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
603,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
604,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
605,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
606,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
607,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
608,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
609,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
610,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
613,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,
614,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
615,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
616,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
617,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
618,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
619,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
620,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
621,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
622,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
623,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
624,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
625,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
626,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
627,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,
628,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
629,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
630,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
631,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
632,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
635,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
636,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
637,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
638,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
639,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,
640,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
641,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
642,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
643,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
645,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
646,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
648,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
649,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
650,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1056.0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
654,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,
655,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
656,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
657,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
661,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
662,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
664,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,
666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
668,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
669,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
670,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
671,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
672,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
673,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,
674,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
675,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
676,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
677,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,
678,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
679,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
680,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
681,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
682,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
683,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
684,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
685,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
686,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
687,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
688,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
689,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
690,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,
691,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
692,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
693,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
694,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
695,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
696,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
697,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
699,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,
701,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
702,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
703,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
707,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
714,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,
716,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
717,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,
718,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
719,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
721,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
724,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,
725,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
726,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
728,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
729,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,
730,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
731,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
732,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
733,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
734,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
737,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
738,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
739,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
740,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
741,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
742,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
743,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
746,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
747,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,
748,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
749,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,
750,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
752,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1581.0,,,,,,,,,,,,,,,,,,,,,,,,,,
754,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
755,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
756,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
760,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
761,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
762,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,
765,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
766,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
771,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
774,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
775,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
776,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
777,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
778,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
779,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
780,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,
781,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
782,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
784,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,
785,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
786,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
787,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
788,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
789,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
790,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
791,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
794,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
795,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
797,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
798,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,
799,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
800,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
802,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
803,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
804,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
805,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
807,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
808,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
809,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
810,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
811,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
813,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
814,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
816,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
817,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
818,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
819,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,
820,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
821,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,
822,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
823,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,
824,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
826,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
827,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
828,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
834,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
835,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
839,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,
840,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
841,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
842,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
843,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
844,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
845,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
847,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
848,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,
